series_id,molecule_id,inchi,source_doi,T_min_K,T_max_K,T_span_K,temperature_levels,warm_levels,cold_levels,episode_eligible,monotonicity_flag,monotonicity_used_to_select_series
10.1021/je200336c#d2#p1,mol_047b0590b532ef16,"InChI=1S/C8H14N2/c1-3-4-6-10-7-5-9-8(10)2/h5,7H,3-4,6H2,1-2H3",10.1021/je200336c,293.6,343,49.4,24,7,7,True,False,False
10.1021/je200336c#d3#p1,mol_7d567108b50dd650,"InChI=1S/C9H16N2/c1-3-4-5-7-11-8-6-10-9(11)2/h6,8H,3-5,7H2,1-2H3",10.1021/je200336c,303.3,354.2,50.9,25,10,6,True,True,False
10.1021/je200336c#d4#p1,mol_b7d29ccd815de3fe,"InChI=1S/C10H18N2/c1-3-4-5-6-8-12-9-7-11-10(12)2/h7,9H,3-6,8H2,1-2H3",10.1021/je200336c,313,362.9,49.9,18,5,7,True,False,False
10.1021/je200336c#d5#p1,mol_acf575de292611d9,"InChI=1S/C11H20N2/c1-3-4-5-6-7-9-13-10-8-12-11(13)2/h8,10H,3-7,9H2,1-2H3",10.1021/je200336c,313.2,368.4,55.2,30,8,10,True,True,False
10.1021/je200336c#d6#p1,mol_f032c9190b133ea0,"InChI=1S/C6H10N2/c1-3-8-5-4-7-6(8)2/h4-5H,3H2,1-2H3",10.1021/je200336c,293.5,363,69.5,29,5,13,True,True,False
10.1021/je200336c#d7#p1,mol_e62082959f534889,"InChI=1S/C12H22N2/c1-3-4-5-6-7-8-10-14-11-9-13-12(14)2/h9,11H,3-8,10H2,1-2H3",10.1021/je200336c,325.1,372.8,47.7,18,5,6,True,False,False
10.1021/je200336c#d8#p1,mol_a10b91d37db2843a,"InChI=1S/C13H24N2/c1-3-4-5-6-7-8-9-11-15-12-10-14-13(15)2/h10,12H,3-9,11H2,1-2H3",10.1021/je200336c,335.6,374.1,38.5,30,9,8,True,True,False
10.1021/je200336c#d9#p1,mol_804f26f30916a635,"InChI=1S/C14H26N2/c1-3-4-5-6-7-8-9-10-12-16-13-11-15-14(16)2/h11,13H,3-10,12H2,1-2H3",10.1021/je200336c,344,382.7,38.7,15,5,5,True,False,False
10.1021/je200651r#d6#p1,mol_e6f8f97a2caa00b9,InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2,10.1021/je200651r,343.15,343.15,0,1,1,1,False,False,False
10.1021/je200655s#d3#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1021/je200655s,335.25,335.25,0,1,1,1,False,False,False
10.1021/je200655s#d4#p1,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,10.1021/je200655s,308.07,308.07,0,1,1,1,False,False,False
10.1021/je200730m#d1#p1,mol_8b8ce5ecf64b8081,"InChI=1S/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3",10.1021/je200730m,253.41,382.15,128.74,13,4,3,True,False,False
10.1021/je200730m#d2#p1,mol_6cab4fbead32f0ef,"InChI=1S/C10H20O2/c1-3-5-6-7-8-9-10(11)12-4-2/h3-9H2,1-2H3",10.1021/je200730m,273.26,422.12,148.86,14,5,5,True,False,False
10.1021/je200730m#d3#p1,mol_fc2d93121de8a8dd,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",10.1021/je200730m,303.1,452.28,149.18,11,5,4,True,False,False
10.1021/je200730m#d4#p1,mol_8e04cff78b5bee09,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",10.1021/je200730m,313.1,462.43,149.33,12,5,2,True,False,False
10.1021/je200730m#d5#p1,mol_e356f62a95258c32,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",10.1021/je200730m,333.22,462.3,129.08,14,4,5,True,False,False
10.1021/je2007605#d4#p1,mol_d6b8092c9c9b4a40,"InChI=1S/C9H10O2/c1-7-3-5-8(6-4-7)9(10)11-2/h3-6H,1-2H3",10.1021/je2007605,293.03,348.75,55.72,29,9,9,True,False,False
10.1021/je2007605#d8#p1,mol_4d8f9d9787a27468,"InChI=1S/C10H13NO2/c1-11(2)9-6-4-8(5-7-9)10(12)13-3/h4-7H,1-3H3",10.1021/je2007605,352.78,390.44,37.66,20,6,6,True,False,False
10.1021/je200766t#d1#p1,mol_57ae3fd1e1d200c6,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",10.1021/je200766t,351.8,462.86,111.06,11,3,4,True,False,False
10.1021/je200766t#d2#p1,mol_4f13a4696bbfcaf9,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",10.1021/je200766t,313.2,431.74,118.54,14,4,4,True,True,False
10.1021/je200820v#d1#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1021/je200820v,273.15,323.15,50,6,2,1,False,False,False
10.1021/je200820v#d2#p1,mol_49187baee97f9d09,"InChI=1S/C6H16N2/c1-3-8(4-2)6-5-7/h3-7H2,1-2H3",10.1021/je200820v,273.15,363.15,90,10,3,3,True,False,False
10.1021/je200840e#d1#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/je200840e,313.15,313.15,0,1,1,1,False,False,False
10.1021/je200840e#d2#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1021/je200840e,313.15,313.15,0,1,1,1,False,False,False
10.1021/je200840e#d4#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1021/je200840e,313.15,313.15,0,1,1,1,False,False,False
10.1021/je200840e#d5#p1,mol_d395bc83f11503fd,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",10.1021/je200840e,313.15,313.15,0,1,1,1,False,False,False
10.1021/je200840e#d6#p1,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",10.1021/je200840e,313.15,313.15,0,1,1,1,False,False,False
10.1021/je2008704#d2#p1,mol_3590edb9884753b9,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",10.1021/je2008704,412.81,422.78,9.97,2,1,1,False,False,False
10.1021/je201032t#d2#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1021/je201032t,323,323,0,1,1,1,False,False,False
10.1021/je201032t#d4#p1,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",10.1021/je201032t,323,369.2,46.2,5,2,1,False,False,False
10.1021/je201140q#d8#p1,mol_ce86a4b54495b02c,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,10.1021/je201140q,312.59,312.59,0,1,1,1,False,False,False
10.1021/je201284y#d2#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1021/je201284y,313.15,313.15,0,1,1,1,False,False,False
10.1021/je201284y#d4#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1021/je201284y,313.15,313.15,0,1,1,1,False,False,False
10.1021/je201284y#d5#p1,mol_d395bc83f11503fd,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",10.1021/je201284y,313.15,313.15,0,1,1,1,False,False,False
10.1021/je201284y#d6#p1,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",10.1021/je201284y,313.15,313.15,0,1,1,1,False,False,False
10.1021/je300312c#d4#p1,mol_cc7d31c3ab545846,"InChI=1S/C8H8N2/c1-10-6-9-7-4-2-3-5-8(7)10/h2-6H,1H3",10.1021/je300312c,314.2,376,61.8,30,9,8,True,False,False
10.1021/je300312c#d5#p1,mol_7732f9f65b01059d,"InChI=1S/C9H10N2/c1-2-11-7-10-8-5-3-4-6-9(8)11/h3-7H,2H2,1H3",10.1021/je300312c,328.8,375.1,46.3,19,5,6,True,False,False
10.1021/je300312c#d6#p1,mol_2d51bd32961be5de,"InChI=1S/C10H12N2/c1-2-7-12-8-11-9-5-3-4-6-10(9)12/h3-6,8H,2,7H2,1H3",10.1021/je300312c,326.7,375.9,49.2,21,6,8,True,False,False
10.1021/je300312c#d7#p1,mol_463cda24731eaedb,"InChI=1S/C11H14N2/c1-2-3-8-13-9-12-10-6-4-5-7-11(10)13/h4-7,9H,2-3,8H2,1H3",10.1021/je300312c,332.3,375,42.7,21,6,6,True,False,False
10.1021/je300312c#d8#p1,mol_2a3bf002f33d68f6,"InChI=1S/C12H16N2/c1-2-3-6-9-14-10-13-11-7-4-5-8-12(11)14/h4-5,7-8,10H,2-3,6,9H2,1H3",10.1021/je300312c,341.2,375.8,34.6,16,4,6,True,True,False
10.1021/je300347z#d12#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/je300347z,337.2,351.1,13.9,2,1,1,False,False,False
10.1021/je300347z#d15#p1,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",10.1021/je300347z,354,368.7,14.7,2,1,1,False,False,False
10.1021/je300347z#d18#p1,mol_b8293313f61ea38f,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",10.1021/je300347z,369.8,385.7,15.9,2,1,1,False,False,False
10.1021/je300347z#d21#p1,mol_0d2ad00dadcb0064,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m0/s1",10.1021/je300347z,375.5,394.5,19,2,1,1,False,False,False
10.1021/je300347z#d3#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1021/je300347z,302.4,315.4,13,2,1,1,False,False,False
10.1021/je300347z#d6#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1021/je300347z,319.6,332.8,13.2,2,1,1,False,False,False
10.1021/je300347z#d9#p1,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",10.1021/je300347z,307.1,319.9,12.8,2,1,1,False,False,False
10.1021/je3003699#d1#p1,mol_132e4cfc5e4bd727,"InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3",10.1021/je3003699,408.3,490.8,82.5,3,1,1,False,False,False
10.1021/je3003699#d2#p1,mol_bbb0421bb336b7e6,"InChI=1S/C19H38O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h3-18H2,1-2H3",10.1021/je3003699,427.5,472.2,44.7,2,1,1,False,False,False
10.1021/je3004194#d12#p1,mol_115984f9be727624,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,10.1021/je3004194,339.9,356.2,16.3,4,2,1,False,False,False
10.1021/je3004194#d3#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/je3004194,337.2,351.1,13.9,2,1,1,False,False,False
10.1021/je3004194#d6#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1021/je3004194,319.5,332.9,13.4,2,1,1,False,False,False
10.1021/je3004194#d9#p1,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",10.1021/je3004194,353.2,368.7,15.5,4,1,2,False,False,False
10.1021/je300584m#d10#p1,mol_9e960601c6c0fbaf,"InChI=1S/C13H10O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8,13-14H",10.1021/je300584m,409.98,441.42,31.44,17,5,5,True,False,False
10.1021/je300584m#d5#p1,mol_87af88bbbdeef674,InChI=1S/C13H8O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8H,10.1021/je300584m,331.79,440.85,109.06,55,17,17,True,True,False
10.1021/je300670n#d13#p1,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",10.1021/je300670n,334.98,334.98,0,1,1,1,False,False,False
10.1021/je300670n#d4#p1,mol_5e0efb61904c3869,"InChI=1S/C7H16O/c1-5-7(3,4)8-6-2/h5-6H2,1-4H3",10.1021/je300670n,324.31,324.31,0,1,1,1,False,False,False
10.1021/je300670n#d7#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/je300670n,345.91,345.91,0,1,1,1,False,False,False
10.1021/je300678r#d1#p1,mol_301d3a83ae1e6ae0,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",10.1021/je300678r,340.18,340.66,0.48,2,1,1,False,False,False
10.1021/je300678r#d4#p1,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",10.1021/je300678r,336.04,336.04,0,1,1,1,False,False,False
10.1021/je300736k#d1#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1021/je300736k,278.15,323.15,45,10,3,3,True,False,False
10.1021/je300784x#d1#p1,mol_8f32c24fded8ca18,"InChI=1S/C8H10O2/c1-2-10-8-6-4-3-5-7(8)9/h3-6,9H,2H2,1H3",10.1021/je300784x,380.221,428.48,48.259,11,4,4,True,False,False
10.1021/je3009649#d1#p1,mol_97895e747db97ae6,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",10.1021/je3009649,316.9,316.9,0,1,1,1,False,False,False
10.1021/je3009649#d2#p1,mol_969f34406f44f7e7,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",10.1021/je3009649,308.3,308.3,0,1,1,1,False,False,False
10.1021/je300994y#d3#p1,mol_4e6567a0dc6bd494,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",10.1021/je300994y,287.06,298.03,10.97,5,2,1,False,False,False
10.1021/je300994y#d6#p1,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",10.1021/je300994y,305.78,316.97,11.19,5,2,2,False,False,False
10.1021/je300994y#d9#p1,mol_f5b1d62bafd7f460,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,10.1021/je300994y,378.79,382.26,3.47,2,1,1,False,False,False
10.1021/je3011979#d2#p1,mol_502267b1d358ae7d,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",10.1021/je3011979,318.35,328.95,10.6,4,2,1,False,False,False
10.1021/je301238f#d3#p1,mol_5e0efb61904c3869,"InChI=1S/C7H16O/c1-5-7(3,4)8-6-2/h5-6H2,1-4H3",10.1021/je301238f,324.31,324.31,0,1,1,1,False,False,False
10.1021/je301238f#d5#p1,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,10.1021/je301238f,308.32,308.32,0,1,1,1,False,False,False
10.1021/je301238f#d7#p1,mol_25b76921742ed7fa,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",10.1021/je301238f,322.25,322.25,0,1,1,1,False,False,False
10.1021/je301294a#d1#p1,mol_8b8ce5ecf64b8081,"InChI=1S/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3",10.1021/je301294a,373.15,383.15,10,2,1,1,False,False,False
10.1021/je301294a#d2#p1,mol_fc2d93121de8a8dd,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",10.1021/je301294a,373.15,453.15,80,9,3,3,True,False,False
10.1021/je301294a#d3#p1,mol_e356f62a95258c32,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",10.1021/je301294a,373.15,453.15,80,9,3,3,True,False,False
10.1021/je301294a#d4#p1,mol_bf39f6deed5d4b6a,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",10.1021/je301294a,373.15,453.15,80,9,3,3,True,False,False
10.1021/je3013028#d3#p1,mol_ca0440f5ec95bc5f,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,10.1021/je3013028,308.14,308.14,0,1,1,1,False,False,False
10.1021/je301333b#d14#p1,mol_c9fe204405ee8e50,"InChI=1S/C5H8O2/c1-3-5(6)7-4-2/h3H,1,4H2,2H3",10.1021/je301333b,278.15,323.15,45,10,3,3,True,False,False
10.1021/je301333b#d21#p1,mol_cf0b37e316ba5ed0,"InChI=1S/C7H12O2/c1-3-5-6-9-7(8)4-2/h4H,2-3,5-6H2,1H3",10.1021/je301333b,278.15,368.15,90,19,6,6,True,False,False
10.1021/je301333b#d7#p1,mol_f2fe25be2ade1ca5,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",10.1021/je301333b,278.15,308.15,30,7,2,2,False,False,False
10.1021/je3013638#d1#p1,mol_8d942921e2ad5a04,"InChI=1S/C6H5Cl2N/c7-4-1-5(8)3-6(9)2-4/h1-3H,9H2",10.1021/je3013638,446.6,469.09,22.49,8,5,1,False,False,False
10.1021/je400036b#d4#p1,mol_39beef09cdd1ae08,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",10.1021/je400036b,347.83,350.12,2.29,2,1,1,False,False,False
10.1021/je400082c#d1#p1,mol_3590edb9884753b9,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",10.1021/je400082c,386.15,416.45,30.3,15,5,4,True,False,False
10.1021/je400136y#d1#p1,mol_7ad27968482aa306,"InChI=1S/C6H15NS/c1-3-7(4-2)5-6-8/h8H,3-6H2,1-2H3",10.1021/je400136y,275.15,295.15,20,3,1,1,False,False,False
10.1021/je400136y#d3#p1,mol_246891f3258f0b90,"InChI=1S/C4H11NS/c1-5(2)3-4-6/h6H,3-4H2,1-2H3",10.1021/je400136y,278.15,296.15,18,3,1,1,False,False,False
10.1021/je400136y#d5#p1,mol_fb084703233aa40a,"InChI=1S/C8H19NS/c1-7(2)9(5-6-10)8(3)4/h7-8,10H,5-6H2,1-4H3",10.1021/je400136y,275.15,295.65,20.5,3,1,1,False,False,False
10.1021/je400205g#d1#p1,mol_d8bef5f13d83d1a3,"InChI=1S/C7H7F9O/c8-4(9,2-1-3-17)5(10,11)6(12,13)7(14,15)16/h17H,1-3H2",10.1021/je400205g,273.15,309.15,36,4,1,2,False,False,False
10.1021/je400205g#d2#p1,mol_dd3d6f8d9cdee4da,"InChI=1S/C10H3F17/c1-2-3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h2H,1H2",10.1021/je400205g,254.15,309.15,55,4,1,1,False,False,False
10.1021/je400205g#d5#p1,mol_22dc1b955e032e20,"InChI=1S/C10H5F15O2/c1-2-27-3(26)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)9(21,22)10(23,24)25/h2H2,1H3",10.1021/je400205g,263.15,308.15,45,4,1,1,False,False,False
10.1021/je400212t#d1#p1,mol_f612596591f38885,"InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-5H,6,8H2",10.1021/je400212t,275.5,315.6,40.1,31,10,8,True,True,False
10.1021/je400212t#d4#p1,mol_c43b0ee134e86771,"InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2",10.1021/je400212t,285.2,323.2,38,23,8,5,True,True,False
10.1021/je400212t#d6#p1,mol_4e4c72058c054de2,"InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3",10.1021/je400212t,299.1,343,43.9,25,7,9,True,True,False
10.1021/je400212t#d7#p1,mol_7e0d1a628651aee9,"InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3",10.1021/je400212t,280.2,306.2,26,14,4,4,False,False,False
10.1021/je400212t#d8#p1,mol_10ae2d7874bda204,"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",10.1021/je400212t,274.2,313.3,39.1,22,7,6,True,True,False
10.1021/je400373d#d1#p1,mol_7ff2a8a99ea3e83d,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",10.1021/je400373d,467.37,467.37,0,1,1,1,False,False,False
10.1021/je400373d#d2#p1,mol_3590edb9884753b9,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",10.1021/je400373d,422.775,422.775,0,1,1,1,False,False,False
10.1021/je400373d#d4#p1,mol_bd766895d345d764,"InChI=1S/C3H9NO/c1-4-2-3-5/h4-5H,2-3H2,1H3",10.1021/je400373d,388.02,388.02,0,1,1,1,False,False,False
10.1021/je4004417#d2#p1,mol_a56be792ea5f2a9e,"InChI=1S/C5H9NO2/c7-5-6-1-3-8-4-2-6/h5H,1-4H2",10.1021/je4004417,343.15,393.15,50,3,1,1,False,False,False
10.1021/je4004993#d3#p1,mol_d256cec7b59305ff,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,10.1021/je4004993,290.03,294.92,4.89,3,1,1,False,False,False
10.1021/je4004993#d6#p1,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,10.1021/je4004993,290,305.93,15.93,6,2,2,False,False,False
10.1021/je400510j#d2#p1,mol_62b1e6f80fd72085,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,10.1021/je400510j,288.15,303.15,15,4,1,1,False,False,False
10.1021/je400510j#d3#p1,mol_ca0440f5ec95bc5f,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,10.1021/je400510j,288.15,303.15,15,4,1,1,False,False,False
10.1021/je400510j#d4#p1,mol_b44b37c017007981,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",10.1021/je400510j,288.15,303.15,15,4,1,1,False,False,False
10.1021/je400531a#d3#p1,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,10.1021/je400531a,307.22,307.22,0,1,1,1,False,False,False
10.1021/je400531a#d8#p1,mol_b7f422847b230663,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,10.1021/je400531a,401.95,408.75,6.8,3,1,1,False,False,False
10.1021/je400551d#d3#p1,mol_3590edb9884753b9,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",10.1021/je400551d,336.45,408.25,71.8,13,6,3,True,False,False
10.1021/je400551d#d4#p1,mol_a3ab0bd2d4d80422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",10.1021/je400551d,299.25,382.83,83.58,15,7,4,True,False,False
10.1021/je400783h#d8#p1,mol_4581eaef241767fe,"InChI=1S/C6H6O2/c1-5-2-3-6(4-7)8-5/h2-4H,1H3",10.1021/je400783h,303.15,403.15,100,21,7,7,True,False,False
10.1021/je400885z#d10#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/je400885z,333.15,333.15,0,1,1,1,False,False,False
10.1021/je400885z#d2#p1,mol_942daac293e911e8,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,10.1021/je400885z,373.15,373.15,0,1,1,1,False,False,False
10.1021/je400885z#d6#p1,mol_c187c0fbd800fefd,InChI=1S/CS2/c2-1-3,10.1021/je400885z,273.15,273.15,0,1,1,1,False,False,False
10.1021/je400885z#d8#p1,mol_e554601fff053edf,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",10.1021/je400885z,373.15,373.15,0,1,1,1,False,False,False
10.1021/je4009014#d2#p1,mol_a9ed7bb16f2162a1,"InChI=1S/C6H14O3/c7-3-1-5-9-6-2-4-8/h7-8H,1-6H2",10.1021/je4009014,365.15,397.15,32,13,3,4,True,False,False
10.1021/je400951k#d1#p1,mol_a39fe39f3d910b4e,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",10.1021/je400951k,358.05,410.79,52.74,7,2,3,False,False,False
10.1021/je400951k#d4#p1,mol_e8aebb5fa90accd4,"InChI=1S/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3/t9-,10-,12+/m1/s1",10.1021/je400951k,381.09,442.35,61.26,12,3,3,True,False,False
10.1021/je400951k#d5#p1,mol_aa83aa52ed979dca,"InChI=1S/C10H18/c1-7-4-5-8-6-9(7)10(8,2)3/h7-9H,4-6H2,1-3H3/t7-,8+,9+/m0/s1",10.1021/je400951k,330.27,379.03,48.76,9,3,3,True,False,False
10.1021/je400980w#d1#p1,mol_3590edb9884753b9,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",10.1021/je400980w,420.74,420.74,0,1,1,1,False,False,False
10.1021/je401020e#d12#p1,mol_91d56f798d34f28f,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",10.1021/je401020e,480.39,480.39,0,1,1,1,False,False,False
10.1021/je401020e#d3#p1,mol_3590edb9884753b9,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",10.1021/je401020e,406.02,423.18,17.16,2,1,1,False,False,False
10.1021/je401020e#d6#p1,mol_d3125f71fb8f9281,"InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2",10.1021/je401020e,437.48,454.63,17.15,2,1,1,False,False,False
10.1021/je401020e#d9#p1,mol_b6f411c1ad8b6e05,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",10.1021/je401020e,445.07,464.36,19.29,3,1,2,False,False,False
10.1021/je500092v#d2#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/je500092v,337.8,337.8,0,1,1,1,False,False,False
10.1021/je500092v#d4#p1,mol_496a55139eacec75,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",10.1021/je500092v,313.15,399.53,86.38,6,2,2,False,False,False
10.1021/je500110d#d3#p1,mol_1573cefc1a63cc61,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",10.1021/je500110d,353.6,378.5,24.9,6,2,2,False,False,False
10.1021/je500116z#d1#p1,mol_2ea49b3823ebd7ad,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",10.1021/je500116z,288.15,288.15,0,1,1,1,False,False,False
10.1021/je500116z#d3#p1,mol_8411a1787a17bdb0,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",10.1021/je500116z,288.15,288.15,0,1,1,1,False,False,False
10.1021/je500428d#d1#p1,mol_1b927af3ef5d8701,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3",10.1021/je500428d,271.25,283.15,11.9,5,1,2,False,False,False
